EXPEDIENTE;TIPO;ACTIVIDAD;REGIÓN;PROVINCIA;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD
61315;ANÓNIMA;G4663.21;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;1000;1000;0;0
63683;ANÓNIMA;G4721.01;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;1000;1000;0;0
75869;ANÓNIMA;G4742.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;1000;1000;0;0
115606;ANÓNIMA;G4649.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;1000;1000;0;0
129680;ANÓNIMA;G4719.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;1000;1000;0;0
135916;ANÓNIMA;G4652.02;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;2;1000;1000;0;0
142513;ANÓNIMA;G4630.95;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;6;1000;800;0;0
301749;ANÓNIMA;G4610.03;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;1000;1000;0;0
308565;ANÓNIMA;G4620.19;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;1000;1000;0;0
124395;ANÓNIMA;G4719.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;976,1;976,1;0;0
183318;ANÓNIMA;G4651.01;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;7;914,99;836,11;0;0
26872;RESPONSABILIDAD LIMITADA;G4759.01;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;909,68;909,68;0;0
715582;ANÓNIMA;G4530.00;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;4;900;900;0;0
311442;ANÓNIMA;G4610.04;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;818,48;818,48;140;18,48
67957;ANÓNIMA;G4719.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;817,27;225,01;580;-574,99
64911;ANÓNIMA;G4630.32;COSTA;EL ORO;MICROEMPRESA;SOCIETARIO;4;813,92;720,6;0;0
170132;ANÓNIMA;G4763.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;807,5;800;50;0
38524;ANÓNIMA;G4630.11;COSTA;EL ORO;MICROEMPRESA;SOCIETARIO;8;800;800;0;0
43859;ANÓNIMA;G4630.33;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
60444;ANÓNIMA;G4630.31;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;7;800;800;0;0
61636;ANÓNIMA;G4669.21;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
63556;ANÓNIMA;G4690.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
64649;ANÓNIMA;G4630.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
71854;ANÓNIMA;G4649.12;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;7;800;800;0;0
72362;ANÓNIMA;G4649.99;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
74672;ANÓNIMA;G4719.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
80415;ANÓNIMA;G4630.33;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;50000;0
83206;ANÓNIMA;G4711.01;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
83628;ANÓNIMA;G4741.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
83936;ANÓNIMA;G4630.11;COSTA;LOS RIOS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
96410;ANÓNIMA;G4659.22;COSTA;MANABI;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
97414;ANÓNIMA;G4652.01;COSTA;EL ORO;MICROEMPRESA;SOCIETARIO;8;800;800;0;0
99569;ANÓNIMA;G4649.93;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
102266;ANÓNIMA;G4649.22;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;800;-8464,51;2232,15;-9264,51
104698;ANÓNIMA;G4620.21;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;8;800;800;0;0
111744;ANÓNIMA;G4659.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
111994;ANÓNIMA;G4663.21;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
112590;RESPONSABILIDAD LIMITADA;G4741.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
115162;ANÓNIMA;G4669.12;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
115773;ANÓNIMA;G4663.21;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
127155;ANÓNIMA;G4641.31;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
128849;ANÓNIMA;G4649.22;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
129104;ANÓNIMA;G4649.95;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
130087;ANÓNIMA;G4630.32;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
130838;ANÓNIMA;G4530.00;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;800;800;0;0
131966;ANÓNIMA;G4669.30;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
132154;ANÓNIMA;G4530.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
133527;ANÓNIMA;G4719.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
133710;ANÓNIMA;G4663.21;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
133931;ANÓNIMA;G4663.21;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
137692;ANÓNIMA;G4641.11;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
138207;ANÓNIMA;G4690.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
139988;ANÓNIMA;G4663.13;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
143169;ANÓNIMA;G4649.97;COSTA;MANABI;MICROEMPRESA;SOCIETARIO;5;800;800;0;0
145495;ANÓNIMA;G4610.03;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
145984;ANÓNIMA;G4669.12;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
147252;ANÓNIMA;G4610.09;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;2;800;800;0;0
149001;ANÓNIMA;G4772.01;COSTA;MANABI;MICROEMPRESA;SOCIETARIO;5;800;800;0;0
159740;ANÓNIMA;G4659.93;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;7;800;800;0;0
166690;ANÓNIMA;G4649.24;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
170818;ANÓNIMA;G4741.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
171653;ANÓNIMA;G4781.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
171843;ANÓNIMA;G4653.01;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
174127;ANÓNIMA;G4620.12;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;5;800;800;0;0
174903;ANÓNIMA;G4653.01;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
175819;ANÓNIMA;G4630.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
176919;ANÓNIMA;G4653.01;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
181217;RESPONSABILIDAD LIMITADA;G4641.21;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
182092;ANÓNIMA;G4630.12;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
303428;ANÓNIMA;G4530.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
303438;ANÓNIMA;G4799.01;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
306041;ANÓNIMA;G4711.01;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
306432;ANÓNIMA;G4630.11;COSTA;EL ORO;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
307919;ANÓNIMA;G4741.13;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;6;800;633,96;11,9;8,93
310525;ANÓNIMA;G4711.01;COSTA;MANABI;MICROEMPRESA;SOCIETARIO;3;800;800;24511,84;0
310927;ANÓNIMA;G4690.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
311789;ANÓNIMA;G4659.94;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
312191;ANÓNIMA;G4620.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
312524;ANÓNIMA;G4530.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
700947;ANÓNIMA;G4690.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
701273;ANÓNIMA;G4530.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
702685;ANÓNIMA;G4669.30;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
703064;ANÓNIMA;G4530.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
704203;ANÓNIMA;G4610.02;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
704210;ANÓNIMA;G4530.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
704500;ANÓNIMA;G4630.99;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
704578;ANÓNIMA;G4659.22;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
705050;ANÓNIMA;G4530.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
705893;ANÓNIMA;G4659.24;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
706725;ANÓNIMA;G4610.07;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
713328;ANÓNIMA;G4630.21;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;5;800;800;0;0
714143;ANÓNIMA;G4752.02;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;7;800;800;0;0
716257;ANÓNIMA;G4530.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;8;800;800;0;0
716445;ANÓNIMA;G4649.24;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;8;800;800;0;0
716532;RESPONSABILIDAD LIMITADA;G4661.03;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
716715;ANÓNIMA;G4510.01;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
717504;ANÓNIMA;G4530.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
719196;ANÓNIMA;G4752.01;COSTA;LOS RIOS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
719861;ANÓNIMA;G4530.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
720638;ANÓNIMA;G4791.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
720757;ANÓNIMA;G4669.12;COSTA;LOS RIOS;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
721035;ANÓNIMA;G4663.13;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;5;800;800;0;0
125671;ANÓNIMA;G4690.00;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;774,31;774,31;0;0
149664;ANÓNIMA;G4651.01;COSTA;LOS RIOS;MICROEMPRESA;SOCIETARIO;4;750;573,79;5843;-4514,75
178273;RESPONSABILIDAD LIMITADA;G4741.12;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;697,9;697,9;0;0
174003;RESPONSABILIDAD LIMITADA;G4630.99;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;3;600;600;0;0
712986;RESPONSABILIDAD LIMITADA;G4651.02;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;2;600;600;0;0
168072;RESPONSABILIDAD LIMITADA;G4659.22;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;4;558,88;-5501,58;0;0
703652;ANÓNIMA;G4610.02;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;509,91;-16910,47;0;0
9412;ANÓNIMA;G4730.01;COSTA;GUAYAS;PEQUEÑA;SOCIETARIO;4;508,95;508,95;0;0
158985;RESPONSABILIDAD LIMITADA;G4530.00;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;2;500;500;0;0
305319;RESPONSABILIDAD LIMITADA;G4653.01;COSTA;EL ORO;MICROEMPRESA;SOCIETARIO;6;500;500;0;0
72774;ANÓNIMA;G4659.91;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;478,29;-160,99;0;-230,74
716633;RESPONSABILIDAD LIMITADA;G4773.12;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;6;443,11;-1427,33;452,67;-1827,33
714253;ANÓNIMA;G4663.11;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;6;420;24,02;0;-5375,98
303715;RESPONSABILIDAD LIMITADA;G4610.09;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;4;402,5;402,12;7;2,12
98467;RESPONSABILIDAD LIMITADA;G4659.99;ORIENTE;SUCUMBIOS;MICROEMPRESA;SOCIETARIO;6;400;400;0;0
162336;RESPONSABILIDAD LIMITADA;G4649.12;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;4;400;400;0;0
162798;RESPONSABILIDAD LIMITADA;G4690.00;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;3;400;400;0;0
166515;RESPONSABILIDAD LIMITADA;G4791.00;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;6;400;400;0;0
167418;RESPONSABILIDAD LIMITADA;G4659.99;ORIENTE;SUCUMBIOS;MICROEMPRESA;SOCIETARIO;6;400;400;0;0
178464;RESPONSABILIDAD LIMITADA;G4690.00;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;6;400;300;20;-100
303901;RESPONSABILIDAD LIMITADA;G4610.07;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;3;400;400;0;0
309814;RESPONSABILIDAD LIMITADA;G4620.11;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;6;400;400;0;0
310369;RESPONSABILIDAD LIMITADA;G4620.19;SIERRA;PICHINCHA;MICROEMPRESA;SOCIETARIO;6;400;400;0;0
721040;RESPONSABILIDAD LIMITADA;G4520.01;SIERRA;AZUAY;MICROEMPRESA;SOCIETARIO;4;400;400;0;0
80085;ANÓNIMA;G4730.01;COSTA;GUAYAS;MICROEMPRESA;SOCIETARIO;4;175,47;175,47;0;0
